@relation 'winequality-white-norm-weka.filters.unsupervised.attribute.Remove-R7,9-10-weka.filters.unsupervised.attribute.NumericToNominal-R12'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide norm' numeric
@attribute 'total sulfur dioxide norm' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {3,4,5,6,7,8,9}

@data
6.8,0.14,0.18,1.4,0.047,30000,90000,0.99164,3.27,0.54,11.2,6
7,0.16,0.25,14.3,0.044,27000,149000,0.998,2.91,0.46,9.2,6
7,0.16,0.25,14.3,0.044,27000,149000,0.998,2.91,0.46,9.2,6
6.7,0.35,0.48,8.8,0.056,35000,167000,0.99628,3.04,0.47,9.4,5
6.8,0.14,0.18,1.4,0.047,30000,90000,0.99164,3.27,0.54,11.2,6
6.8,0.16,0.18,1.8,0.046,31000,114000,0.99226,3.27,0.55,10.8,6
7,0.16,0.25,14.3,0.044,27000,149000,0.998,2.91,0.46,9.2,6
6.4,0.38,0.24,7.2,0.047,41000,151000,0.99604,3.11,0.6,9.2,5
7.2,0.24,0.3,1.2,0.037,11000,95000,0.98914,2.96,0.36,12.5,6
7.7,0.32,0.61,11.8,0.041,66000,188000,0.99794,3,0.54,9.3,5
7,0.29,0.33,0.9,0.041,20000,117000,0.99048,3.21,0.5,11.4,5
7.1,0.27,0.24,12.6,0.044,48000,118000,0.99726,3.04,0.56,10,7
6.8,0.45,0.28,26.05,0.031,27000,122000,1.00295,3.06,0.42,10.6,6
6.3,0.2,0.26,4.7,0.04,108000,168000,0.99278,3.07,0.75,10.7,7
7.1,0.27,0.24,12.6,0.044,48000,118000,0.99726,3.04,0.56,10,7
7.2,0.24,0.3,1.2,0.037,11000,95000,0.98914,2.96,0.36,12.5,6
6.8,0.45,0.28,26.05,0.031,27000,122000,1.00295,3.06,0.42,10.6,6
6.6,0.36,0.28,6.1,0.029,12000,93000,0.99054,3.19,0.27,12.8,7
7.7,0.32,0.61,11.8,0.041,66000,188000,0.99794,3,0.54,9.3,5
7,0.29,0.33,0.9,0.041,20000,117000,0.99048,3.21,0.5,11.4,5
6.4,0.37,0.2,5.6,0.117,61000,183000,0.99459,3.24,0.43,9.5,5
6.4,0.38,0.2,5.3,0.117,57000,181000,0.99459,3.24,0.43,9.5,6
6.4,0.36,0.2,5.7,0.118,61000,172000,0.9946,3.24,0.43,9.5,6
6.6,0.3,0.25,8,0.036,21000,124000,0.99362,3.06,0.38,10.8,6
6.6,0.3,0.25,8,0.036,21000,124000,0.99362,3.06,0.38,10.8,6
6.5,0.21,0.51,17.6,0.045,34000,125000,0.99966,3.2,0.47,8.8,6
6.6,0.3,0.25,8,0.036,21000,124000,0.99362,3.06,0.38,10.8,6
7.6,0.31,0.27,8.8,0.021,57000,156000,0.99442,3.08,0.38,11,7
5.8,0.58,0,1.5,0.02,33000,96000,0.98918,3.29,0.38,12.4,6
6.5,0.26,0.39,1.4,0.02,12000,66000,0.99089,3.25,0.75,11.3,7
8.7,0.3,0.34,4.8,0.018,23000,127000,0.99474,3.12,0.49,11.2,7
6.4,0.29,0.32,2.4,0.014,34000,89000,0.99008,3.24,0.66,12.5,7
6.7,0.13,0.32,3.7,0.017,32000,99000,0.99348,3.12,0.44,10,6
6.8,0.19,0.33,4.9,0.047,42000,130000,0.99283,3.12,0.56,11,6
6,0.25,0.4,5.7,0.052,56000,152000,0.99398,3.16,0.88,10.5,6
6,0.25,0.4,5.7,0.052,56000,152000,0.99398,3.16,0.88,10.5,6
6.8,0.19,0.33,4.9,0.047,42000,130000,0.99283,3.12,0.56,11,6
6.4,0.24,0.23,2,0.046,30000,133000,0.9908,3.12,0.54,11.4,7
5.9,0.18,0.28,5.1,0.039,50000,139000,0.99165,3.16,0.44,11.3,6
7.2,0.33,0.22,4.5,0.031,10000,73000,0.99076,2.97,0.52,12.2,7
6.4,0.29,0.24,3.2,0.037,31000,95000,0.98942,2.9,0.66,12.6,7
7.3,0.31,0.25,6.65,0.032,30000,138000,0.99244,2.9,0.37,11.1,5
7,0.29,0.37,1.6,0.035,34000,126000,0.99058,3.26,0.47,12.3,6
6.9,0.19,0.6,4,0.037,6000,122000,0.99255,2.92,0.59,10.4,4
6.3,0.32,0.17,17.75,0.06,51000,190000,0.99916,3.13,0.48,8.8,6
6.6,0.085,0.33,1.4,0.036,17000,109000,0.99306,3.27,0.61,9.5,6
6.3,0.32,0.17,17.75,0.06,51000,190000,0.99916,3.13,0.48,8.8,6
6.8,0.18,0.32,7.2,0.047,17000,109000,0.99498,3.42,0.44,10.4,6
6.8,0.52,0.26,5.7,0.038,27000,130000,0.99,3.11,0.27,13,7
7.1,0.28,0.28,8.5,0.03,25000,191000,0.99338,3.16,0.46,12.2,7
5.7,0.15,0.47,11.4,0.035,49000,128000,0.99456,3.03,0.34,10.5,8
5.8,0.275,0.3,5.4,0.043,41000,149000,0.9926,3.33,0.42,10.8,7
5.4,0.53,0.16,2.7,0.036,34000,128000,0.98856,3.2,0.53,13.2,8
5.8,0.32,0.28,4.3,0.032,46000,115000,0.98946,3.16,0.57,13,8
6.7,0.22,0.39,1.2,0.049,26000,152000,0.99346,3.5,0.47,10,6
6.1,0.6,0.12,1.8,0.05,11000,76000,0.99268,3.42,0.48,10.4,4
6.5,0.26,0.31,1.3,0.034,59000,145000,0.98944,3.16,0.54,12.4,6
5,0.29,0.54,5.7,0.035,54000,155000,0.98976,3.27,0.34,12.9,8
5.4,0.53,0.16,2.7,0.036,34000,128000,0.98856,3.2,0.53,13.2,8
6.8,0.21,0.26,11.7,0.038,61000,152000,0.99523,3.02,0.56,10.5,7
5.8,0.32,0.28,4.3,0.032,46000,115000,0.98946,3.16,0.57,13,8
6.5,0.27,0.26,11,0.03,2000,82000,0.99402,3.07,0.36,11.2,5
5.9,0.37,0.32,1.6,0.029,41000,102000,0.98916,3.41,0.55,12.7,7
6.2,0.21,0.18,11.6,0.044,61000,155000,0.99655,3.14,0.52,9.4,6
6.8,0.3,0.29,6.2,0.025,29000,95000,0.99071,3.03,0.32,12.9,7
7.3,0.41,0.29,1.8,0.032,26000,74000,0.98889,2.96,0.35,13,8
5.4,0.3,0.3,1.2,0.029,25000,93000,0.98742,3.31,0.4,13.6,7
6.6,0.34,0.2,1,0.053,26000,112000,0.99336,3.32,0.55,9.1,5
5.6,0.25,0.19,2.4,0.049,42000,166000,0.992,3.25,0.43,10.4,6
5.3,0.3,0.3,1.2,0.029,25000,93000,0.98742,3.31,0.4,13.6,7
6.9,0.58,0.58,8.2,0.032,29000,169000,0.99275,3.28,0.44,12.2,6
7.2,0.23,0.25,18.8,0.085,19000,111000,1.00044,3.1,0.51,8.7,5
7.1,0.2,0.27,9.6,0.037,19000,105000,0.99444,3.04,0.37,10.5,7
6.8,0.15,0.41,12.9,0.044,79500,183000,0.99742,3.24,0.78,10.2,6
7,0.22,0.26,9.2,0.027,37000,122000,0.99228,3.06,0.34,12.5,8
6.4,0.16,0.44,1.2,0.051,39000,122000,0.99058,3.11,0.75,11.3,7
6.8,0.15,0.41,12.9,0.044,79500,183000,0.99742,3.24,0.78,10.2,6
6.8,0.31,0.3,8,0.028,33000,122000,0.99164,3.13,0.63,12.6,7
6.8,0.15,0.41,12.9,0.044,79500,183000,0.99742,3.24,0.78,10.2,6
7.6,0.3,0.37,1.6,0.087,27000,177000,0.99438,3.09,0.5,9.8,5
6,0.16,0.27,12,0.03,39000,98000,0.99402,3.15,0.34,10.8,5
7.1,0.21,0.35,2.5,0.04,41000,186000,0.99128,3.32,0.56,12.5,6
7,0.22,0.26,9.2,0.027,37000,122000,0.99228,3.06,0.34,12.5,8
5.6,0.21,0.24,4.4,0.027,37000,150000,0.991,3.3,0.31,11.5,7
7.4,0.22,0.26,8.8,0.027,23000,112000,0.9931,2.98,0.41,11.4,6
7.1,0.2,0.27,9.6,0.037,19000,105000,0.99444,3.04,0.37,10.5,7
6.8,0.31,0.3,8,0.028,33000,122000,0.99164,3.13,0.63,12.6,7
7.2,0.23,0.25,18.8,0.085,19000,111000,1.00044,3.1,0.51,8.7,5
6.4,0.15,0.4,1.3,0.053,61000,146000,0.99112,3.17,0.68,11,6
6.4,0.16,0.44,1.2,0.051,39000,122000,0.99058,3.11,0.75,11.3,7
6.8,0.15,0.41,12.9,0.044,79500,182000,0.99742,3.24,0.78,10.2,6
6.3,0.22,0.34,1.2,0.036,32000,96000,0.98961,3.06,0.74,11.6,6
7.6,0.3,0.37,1.6,0.087,27000,177000,0.99438,3.09,0.5,9.8,5
7,0.3,0.27,1.5,0.076,24000,145000,0.99344,3.1,0.52,10.1,5
6.6,0.26,0.22,18.15,0.05,23000,139000,0.99904,3.06,0.5,9.2,5
7.5,0.24,0.31,13.1,0.05,26000,180000,0.99884,3.05,0.53,9.1,6
7.5,0.24,0.31,13.1,0.05,26000,180000,0.99884,3.05,0.53,9.1,6
7.5,0.24,0.31,13.1,0.05,26000,180000,0.99884,3.05,0.53,9.1,6
7.5,0.24,0.31,13.1,0.05,26000,180000,0.99884,3.05,0.53,9.1,6
6.6,0.15,0.34,1,0.037,45000,79000,0.98949,2.96,0.5,11.7,6
6.7,0.34,0.43,1.6,0.041,29000,114000,0.99014,3.23,0.44,12.6,6
7.7,0.35,0.46,11.8,0.088,61000,183000,0.99786,2.86,0.47,9,5
6.7,0.31,0.09,1.4,0.039,53000,141000,0.99206,3.12,0.44,10.1,5
4.7,0.67,0.09,1,0.02,5000,9000,0.98722,3.3,0.34,13.6,5
7.5,0.24,0.31,13.1,0.05,26000,180000,0.99884,3.05,0.53,9.1,6
6.3,0.2,0.18,10.6,0.045,57000,159000,0.99666,3.09,0.54,9.2,5
6.6,0.28,0.23,10.4,0.049,45000,190000,0.99754,3.12,0.51,8.8,5
8.5,0.18,0.3,1.1,0.028,34000,95000,0.99272,2.83,0.36,10,4
6.5,0.35,0.38,7.4,0.036,20000,196000,0.99712,3.47,0.48,9.1,6
6.8,0.22,0.26,1.2,0.041,29000,182000,0.99104,3.04,0.35,11.2,5
6.3,0.18,0.24,3.4,0.053,20000,119000,0.99373,3.11,0.52,9.2,6
6.6,0.26,0.22,18.15,0.05,23000,139000,0.99904,3.06,0.5,9.2,5
6.6,0.3,0.45,8,0.038,54000,200000,0.9956,3.18,0.48,9.5,5
6.3,0.34,0.27,2.5,0.024,40000,152000,0.99095,3.35,0.6,11.9,7
7.7,0.3,0.23,2,0.068,28000,138000,0.99382,3.11,0.62,9.8,5
7.7,0.31,0.23,2,0.069,29000,134000,0.99382,3.11,0.62,9.8,5
5.7,0.265,0.28,6.9,0.036,46000,150000,0.99299,3.36,0.44,10.8,7
5.4,0.255,0.33,1.2,0.051,29000,122000,0.99048,3.37,0.66,11.3,6
6.6,0.26,0.28,9.4,0.028,13000,121000,0.99254,3.17,0.34,12.1,6
4.8,0.17,0.28,2.9,0.03,22000,111000,0.9902,3.38,0.34,11.3,7
5.7,0.265,0.28,6.9,0.036,46000,150000,0.99299,3.36,0.44,10.8,7
6.2,0.2,0.33,5.4,0.028,21000,75000,0.99012,3.36,0.41,13.5,7
7.5,0.28,0.41,1.3,0.044,11000,126000,0.99293,3.28,0.45,10.3,5
6.2,0.22,0.2,20.8,0.035,58000,184000,1.00022,3.11,0.53,9,6
7,0.34,0.26,10.3,0.041,51000,166000,0.99382,3.08,0.35,11.6,6
7.5,0.28,0.41,1.3,0.044,11000,126000,0.99293,3.28,0.45,10.3,5
6.5,0.19,0.34,1.6,0.029,39000,116000,0.98954,3.21,0.68,12.5,6
6,0.21,0.29,13.1,0.042,28000,125000,0.99936,3.39,0.45,8.6,5
6.1,0.22,0.46,1.8,0.16,34000,74000,0.9884,3.19,0.33,13.4,6
6.5,0.32,0.48,8,0.026,18000,88000,0.99144,3.22,0.79,12.7,4
7.1,0.21,0.72,1.6,0.167,65000,120000,0.99324,2.97,0.51,9.2,5
5.6,0.26,0.18,1.4,0.034,18000,135000,0.99174,3.32,0.35,10.2,6
7,0.15,0.28,14.7,0.051,29000,149000,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29000,149000,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29000,149000,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29000,149000,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29000,149000,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29000,149000,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29000,149000,0.99792,2.96,0.39,9,7
7.4,0.27,0.28,1.8,0.04,45000,121000,0.99043,3.02,0.4,11.9,5
6.8,0.22,0.3,10.6,0.07,67000,194000,0.99654,2.89,0.42,9,6
6.2,0.24,0.25,12.5,0.055,47000,134000,0.99758,3.3,0.51,9,5
6.3,0.28,0.29,6.8,0.051,40000,143000,0.99374,3.43,0.59,11,6
7,0.15,0.28,14.7,0.051,29000,149000,0.99792,2.96,0.39,9,7
5.5,0.17,0.23,2.9,0.039,10000,108000,0.99243,3.28,0.5,10,5
6.5,0.26,0.34,1.4,0.04,25000,184000,0.99216,3.29,0.46,10.7,5
6.6,0.27,0.33,1.4,0.042,24000,183000,0.99215,3.29,0.46,10.7,5
5.4,0.46,0.15,2.1,0.026,29000,130000,0.98953,3.39,0.77,13.4,8
7.8,0.19,0.32,7.4,0.015,47000,124000,0.99278,2.99,0.39,11,6
5.5,0.17,0.23,2.9,0.039,10000,108000,0.99243,3.28,0.5,10,5
6.5,0.26,0.34,1.4,0.04,25000,184000,0.99216,3.29,0.46,10.7,5
6.6,0.27,0.33,1.4,0.042,24000,183000,0.99215,3.29,0.46,10.7,5
7.8,0.19,0.32,7.4,0.015,47000,124000,0.99278,2.99,0.39,11,6
7.8,0.2,0.32,5,0.016,31000,101000,0.99186,2.99,0.39,11,6
6.1,0.17,0.28,2.5,0.028,22000,98000,0.99072,3.16,0.37,11.1,7
7.4,0.2,0.35,6.1,0.025,10000,40000,0.99244,2.79,0.52,10.9,5
6.7,0.39,0.24,2.7,0.017,22000,80000,0.99084,3.03,0.37,11.5,5
5.4,0.46,0.15,2.1,0.026,29000,130000,0.98953,3.39,0.77,13.4,8
6.9,0.4,0.17,12.9,0.033,59000,186000,0.99754,3.08,0.49,9.4,5
6.9,0.4,0.17,12.9,0.033,59000,186000,0.99754,3.08,0.49,9.4,5
6.9,0.4,0.17,12.9,0.033,59000,186000,0.99754,3.08,0.49,9.4,5
6.3,0.24,0.29,13.7,0.035,53000,134000,0.99567,3.17,0.38,10.6,6
6.9,0.4,0.17,12.9,0.033,59000,186000,0.99754,3.08,0.49,9.4,5
7.4,0.27,0.31,2.4,0.014,15000,143000,0.99094,3.03,0.65,12,4
6.1,0.27,0.28,9.8,0.042,61000,125000,0.99532,3.14,0.42,10.2,6
6.3,0.24,0.29,13.7,0.035,53000,134000,0.99567,3.17,0.38,10.6,6
5,0.61,0.12,1.3,0.009,65000,100000,0.9874,3.26,0.37,13.5,5
6.7,0.42,0.39,12.1,0.04,61000,248000,0.99794,3.31,0.58,9.7,5
6.5,0.33,0.28,6.1,0.018,41000,103000,0.99122,3.24,0.32,12.2,6
6.9,0.33,0.31,7.7,0.04,29000,135000,0.99226,3.11,0.57,12.3,5
6.5,0.33,0.28,6.1,0.018,41000,103000,0.99122,3.24,0.32,12.2,6
6.3,0.15,0.3,1.4,0.022,38000,100000,0.99099,3.42,0.57,11.4,7
6.5,0.32,0.45,7.7,0.022,31000,97000,0.99134,3.2,0.7,12.7,7
6.7,0.42,0.39,12.1,0.04,61000,248000,0.99794,3.31,0.58,9.7,5
7.4,0.25,0.29,6.8,0.02,31000,113000,0.99338,3.13,0.29,10.8,6
7.6,0.27,0.3,9.2,0.018,23000,96000,0.9938,3.08,0.29,11,6
6.4,0.27,0.45,8.3,0.05,52000,196000,0.9955,3.18,0.48,9.5,5
6.5,0.25,0.27,17.4,0.064,29000,140000,0.99776,3.2,0.49,10.1,6
5.6,0.19,0.31,2.7,0.027,11000,100000,0.98964,3.46,0.4,13.2,7
7.4,0.29,0.48,12.8,0.037,61500,182000,0.99808,3.02,0.34,8.8,5
6.4,0.34,0.44,8.2,0.043,54000,201000,0.99551,3.18,0.48,9.5,5
6.6,0.27,0.52,8.1,0.044,53000,202000,0.99548,3.18,0.48,9.5,5
6.6,0.26,0.52,8.2,0.047,52000,191000,0.99541,3.16,0.47,9.5,6
6.4,0.27,0.45,8.3,0.05,52000,196000,0.9955,3.18,0.48,9.5,5
6.5,0.26,0.5,8,0.051,46000,197000,0.99536,3.18,0.47,9.5,5
6.8,0.25,0.3,11.8,0.043,53000,133000,0.99524,3.03,0.58,10.4,6
6.3,0.32,0.26,12,0.049,63000,170000,0.9961,3.14,0.55,9.9,6
5.5,0.24,0.45,1.7,0.046,22000,113000,0.99224,3.22,0.48,10,5
6.5,0.25,0.27,17.4,0.064,29000,140000,0.99776,3.2,0.49,10.1,6
6.6,0.13,0.29,13.9,0.056,33000,95000,0.99702,3.17,0.39,9.4,6
7,0.39,0.21,10.7,0.098,13000,91000,0.99657,3.03,0.47,9.3,5
7.9,0.21,0.39,2,0.057,21000,138000,0.99176,3.05,0.52,10.9,5
7,0.3,0.28,2.2,0.042,21000,177000,0.99166,3.2,0.57,11.4,5
8.1,0.2,0.3,1.3,0.036,7000,49000,0.99242,2.99,0.73,10.3,5
8.3,0.18,0.3,1.1,0.033,20000,57000,0.99109,3.02,0.51,11,6
7.9,0.21,0.39,2,0.057,21000,138000,0.99176,3.05,0.52,10.9,5
7.2,0.17,0.34,6.4,0.042,16000,111000,0.99278,2.99,0.4,10.8,6
8.1,0.2,0.3,1.3,0.036,7000,49000,0.99242,2.99,0.73,10.3,5
8.3,0.18,0.3,1.1,0.033,20000,57000,0.99109,3.02,0.51,11,6
7,0.39,0.21,10.7,0.098,13000,91000,0.99657,3.03,0.47,9.3,5
6.8,0.21,0.62,6.4,0.041,7000,113000,0.99358,2.96,0.59,10.2,5
6.9,0.21,0.62,6.3,0.042,7000,109000,0.99358,2.96,0.59,10.2,6
7.2,0.17,0.34,6.4,0.042,16000,111000,0.99278,2.99,0.4,10.8,6
6.8,0.26,0.34,15.1,0.06,42000,162000,0.99705,3.24,0.52,10.5,3
7.2,0.28,0.38,2,0.052,23000,156000,0.9912,3.13,0.52,11.1,5
7.9,0.21,0.39,2,0.057,21000,138000,0.99176,3.05,0.52,10.9,5
7,0.3,0.28,2.2,0.042,21000,177000,0.99166,3.2,0.57,11.4,5
7.4,0.34,0.28,12.1,0.049,31000,149000,0.99677,3.22,0.49,10.3,5
6.3,0.43,0.32,8.8,0.042,18000,106000,0.99172,3.28,0.33,12.9,7
6.8,0.41,0.3,8.8,0.045,28000,131000,0.9953,3.12,0.59,9.9,5
6.3,0.4,0.24,5.1,0.036,43000,131000,0.99186,3.24,0.44,11.3,6
5.1,0.35,0.26,6.8,0.034,36000,120000,0.99188,3.38,0.4,11.5,6
5.1,0.35,0.26,6.8,0.034,36000,120000,0.99188,3.38,0.4,11.5,6
6.3,0.3,0.2,3.7,0.039,34000,132000,0.99158,3,0.38,10.7,5
6.9,0.28,0.28,12.2,0.042,52000,139000,0.99522,3.03,0.56,10.4,6
7,0.33,0.28,5.7,0.033,39000,204000,0.99176,3.17,0.64,12.5,6
6.7,0.26,0.49,8.1,0.052,48000,197000,0.99558,3.19,0.48,9.5,5
7.3,0.24,0.3,2.5,0.042,31000,104000,0.9911,3.05,0.56,11.3,7
6.7,0.46,0.21,4,0.034,12000,88000,0.99016,3.26,0.54,13,6
5.1,0.35,0.26,6.8,0.034,36000,120000,0.99188,3.38,0.4,11.5,6
5.1,0.23,0.18,1,0.053,13000,99000,0.98956,3.22,0.39,11.5,5
6.3,0.4,0.24,5.1,0.036,43000,131000,0.99186,3.24,0.44,11.3,6
7.1,0.44,0.23,5.8,0.035,24000,100000,0.99062,3.15,0.57,13.2,7
4.8,0.26,0.23,10.6,0.034,23000,111000,0.99274,3.46,0.28,11.5,7
6.8,0.31,0.19,3.5,0.086,30000,130000,0.993,2.83,0.44,9.6,5
6.8,0.31,0.19,3.5,0.086,30000,130000,0.993,2.83,0.44,9.6,5
7,0.15,0.29,16.4,0.058,45000,110000,0.9978,3.15,0.37,9.7,6
6.5,0.41,0.22,4.8,0.052,49000,142000,0.9946,3.14,0.62,9.2,5
6.2,0.31,0.23,3.3,0.052,34000,113000,0.99429,3.16,0.48,8.4,5
8,0.27,0.33,1.2,0.05,41000,103000,0.99002,3,0.45,12.4,6
8,0.27,0.33,1.2,0.05,41000,103000,0.99002,3,0.45,12.4,6
6.5,0.41,0.22,4.8,0.052,49000,142000,0.9946,3.14,0.62,9.2,5
6.2,0.31,0.23,3.3,0.052,34000,113000,0.99429,3.16,0.48,8.4,5
6.7,0.37,0.25,2.5,0.028,24000,84000,0.9909,3.14,0.36,11.7,6
6.6,0.21,0.5,8.7,0.036,41000,191000,0.99294,2.96,0.56,11,6
7.5,0.26,0.31,1.6,0.032,36000,109000,0.99044,2.97,0.43,11.9,6
7.5,0.34,0.28,4,0.028,46000,100000,0.98958,3.2,0.5,13.2,7
6.7,0.37,0.25,2.5,0.028,24000,84000,0.9909,3.14,0.36,11.7,6
6.4,0.32,0.23,16.2,0.055,36000,176000,0.9986,3.26,0.54,9.1,5
6.7,0.24,0.32,9,0.023,20000,109000,0.99262,3.34,0.35,12.6,6
6.4,0.32,0.23,16.2,0.055,36000,176000,0.9986,3.26,0.54,9.1,5
7.1,0.39,0.79,1.4,0.194,23000,90000,0.99212,3.17,0.46,10.5,6
8.2,0.31,0.43,7,0.047,18000,87000,0.99628,3.23,0.64,10.6,5
6.7,0.24,0.32,9,0.023,20000,109000,0.99262,3.34,0.35,12.6,6
5.9,0.17,0.29,3.1,0.03,32000,123000,0.98913,3.41,0.33,13.7,7
5.9,0.2,0.23,1.5,0.037,38000,93000,0.99021,3.36,0.49,12,6
6.6,0.32,0.26,4.6,0.031,26000,120000,0.99198,3.4,0.73,12.5,7
5.9,0.12,0.27,4.8,0.03,40000,110000,0.99226,3.55,0.68,12.1,6
5.9,0.18,0.29,4.6,0.032,68000,137000,0.99159,3.21,0.38,11.3,6
5.9,0.2,0.23,1.5,0.037,38000,93000,0.99021,3.36,0.49,12,6
5.4,0.17,0.27,2.7,0.049,28000,104000,0.99224,3.46,0.55,10.3,6
6.1,0.21,0.3,6.3,0.039,47000,136000,0.99068,3.27,0.31,12.7,6
7.3,0.25,0.26,7.2,0.048,52000,207000,0.99587,3.12,0.37,9.2,5
7.3,0.25,0.26,7.2,0.048,52000,207000,0.99587,3.12,0.37,9.2,5
6.2,0.22,0.3,12.4,0.054,108000,152000,0.99728,3.1,0.47,9.5,6
6.5,0.27,0.19,6.6,0.045,98000,175000,0.99364,3.16,0.34,10.1,6
6.5,0.27,0.19,6.6,0.045,98000,175000,0.99364,3.16,0.34,10.1,6
6.6,0.39,0.22,4,0.038,17000,98000,0.99018,3.25,0.53,13,7
6,0.31,0.38,4.8,0.04,41000,101000,0.98968,3.24,0.56,13.1,6
8.4,0.23,0.32,1.3,0.048,59000,113000,0.99178,3.1,0.55,11,6
7.3,0.25,0.26,7.2,0.048,52000,207000,0.99587,3.12,0.37,9.2,5
6,0.22,0.25,11.1,0.056,112000,177000,0.9961,3.08,0.36,9.4,6
6.2,0.22,0.3,12.4,0.054,108000,152000,0.99728,3.1,0.47,9.5,6
6.1,0.23,0.27,9.8,0.055,74000,134000,0.99534,3.16,0.4,10.2,6
6.5,0.27,0.19,6.6,0.045,98000,175000,0.99364,3.16,0.34,10.1,6
7.3,0.36,0.54,13.3,0.054,63000,193000,0.99864,3.06,0.49,8.6,4
7.6,0.37,0.51,11.7,0.094,58000,181000,0.99776,2.91,0.51,9,5
6.7,0.26,0.51,8,0.062,50000,194000,0.99545,3.13,0.5,9.6,5
7.4,0.22,0.27,1.6,0.057,45000,98000,0.99299,3.29,0.44,9.9,7
6.1,0.22,0.28,16.55,0.059,54000,135000,0.99665,3.2,0.38,10.5,5
7.1,0.28,0.31,1.5,0.053,20000,98000,0.99069,3.15,0.5,11.4,5
6.5,0.35,0.31,10.2,0.069,58000,170000,0.99692,3.18,0.49,9.4,5
6.8,0.73,0.2,6.6,0.054,25000,65000,0.99324,3.12,0.28,11.1,4
6,0.28,0.24,17.8,0.047,42000,111000,0.99896,3.1,0.45,8.9,6
6,0.28,0.24,17.8,0.047,42000,111000,0.99896,3.1,0.45,8.9,6
7.1,0.2,0.37,1.5,0.049,28000,129000,0.99226,3.15,0.52,10.8,5
6.8,0.33,0.31,7.4,0.045,34000,143000,0.99226,3.06,0.55,12.2,6
6,0.28,0.24,17.8,0.047,42000,111000,0.99896,3.1,0.45,8.9,6
7.2,0.24,0.36,2,0.029,21000,63000,0.99076,3.13,0.63,12.5,6
6.8,0.33,0.31,7.4,0.045,34000,143000,0.99226,3.06,0.55,12.2,6
7.2,0.24,0.36,2,0.029,21000,63000,0.99076,3.13,0.63,12.5,6
6,0.28,0.24,17.8,0.047,42000,111000,0.99896,3.1,0.45,8.9,6
6.2,0.27,0.26,12.1,0.046,43000,127000,0.9951,3.16,0.37,10.8,6
6.4,0.38,0.26,8.2,0.043,28000,98000,0.99234,2.99,0.31,11.4,6
7.1,0.2,0.37,1.5,0.049,28000,129000,0.99226,3.15,0.52,10.8,5
6,0.21,0.3,8.7,0.036,47000,127000,0.99368,3.18,0.39,10.6,5
7,0.34,0.1,3.5,0.044,17000,63000,0.9937,3.01,0.39,9.2,5
5.9,0.435,0.16,6.4,0.031,21000,134000,0.99151,3.24,0.46,12.2,6
7,0.25,0.33,2.1,0.021,17000,76000,0.99021,3.26,0.45,12.3,6
6.7,0.26,0.29,7.7,0.038,40000,179000,0.99479,3.23,0.56,10.4,6
7,0.24,0.3,12.3,0.035,72000,172000,0.9954,2.99,0.57,10.4,6
8.5,0.23,0.34,1.3,0.035,54000,110000,0.99176,3.07,0.55,11,7
6,0.21,0.3,8.7,0.036,47000,127000,0.99368,3.18,0.39,10.6,5
7,0.34,0.1,3.5,0.044,17000,63000,0.9937,3.01,0.39,9.2,5
4.8,0.65,0.12,1.1,0.013,4000,10000,0.99246,3.32,0.36,13.5,4
6.1,0.22,0.38,2.8,0.144,12000,65000,0.9908,2.95,0.64,11.4,6
5.8,0.27,0.26,3.5,0.071,26000,69000,0.98994,3.1,0.38,11.5,6
5,0.455,0.18,1.9,0.036,33000,106000,0.98746,3.21,0.83,14,7
6.5,0.33,0.3,3.8,0.036,34000,88000,0.99028,3.25,0.63,12.5,7
6.5,0.33,0.3,3.8,0.036,34000,88000,0.99028,3.25,0.63,12.5,7
6.7,0.31,0.3,2.4,0.038,30000,83000,0.98867,3.09,0.36,12.8,7
6.2,0.39,0.24,4.8,0.037,45000,138000,0.99174,3.23,0.43,11.2,7
6.2,0.39,0.24,4.8,0.037,45000,138000,0.99174,3.23,0.43,11.2,7
7.1,0.37,0.3,6.2,0.04,49000,139000,0.99021,3.17,0.27,13.6,6
7.2,0.23,0.82,1.3,0.149,70000,109000,0.99304,2.93,0.42,9.2,6
6.5,0.33,0.3,3.8,0.036,34000,88000,0.99028,3.25,0.63,12.5,7
7.2,0.25,0.32,1.5,0.054,24000,105000,0.99154,3.17,0.48,11.1,6
6.2,0.39,0.24,4.8,0.037,45000,138000,0.99174,3.23,0.43,11.2,7
4.7,0.455,0.18,1.9,0.036,33000,106000,0.98746,3.21,0.83,14,7
7.1,0.37,0.3,6.2,0.04,49000,139000,0.99021,3.17,0.27,13.6,6
6.2,0.28,0.51,7.9,0.056,49000,206000,0.9956,3.18,0.52,9.4,5
